iter	RMSE
1507	0.04832172306
1508	0.04825795323
1509	0.04820982157
1510	0.04816486008
1511	0.04812377933
1512	0.04805308525
1513	0.04798894636
1514	0.04789216154
1515	0.04778070357
1516	0.04770147383
1517	0.04765292883
1518	0.04754652442
1519	0.04747017883
1520	0.04744781775
1521	0.0473957726
1522	0.04735106647
1523	0.0472722795
1524	0.04721615334
